user_id,order_amount,total_items
607,704000.0,2000.0
700,299.375,1.875
701,397.0769230769231,2.6153846153846154
702,406.61538461538464,2.6153846153846154
703,380.6875,2.5625
704,275.2857142857143,1.7857142857142858
705,306.0,2.0
706,252.23076923076923,1.8461538461538463
707,3087.222222222222,1.6666666666666667
708,321.2857142857143,2.0714285714285716
709,3923.3571428571427,1.8571428571428572
710,299.4375,1.9375
711,267.40909090909093,1.8181818181818181
712,274.2608695652174,1.7826086956521738
713,321.94736842105266,2.1052631578947367
714,260.0,1.6153846153846154
715,288.9166666666667,1.8333333333333333
716,318.7857142857143,2.0714285714285716
717,333.85714285714283,2.2857142857142856
718,319.7142857142857,2.0714285714285716
719,257.1111111111111,1.6666666666666667
720,356.6666666666667,2.0
721,362.36842105263156,2.473684210526316
722,240.76923076923077,1.6153846153846154
723,316.04347826086956,2.0869565217391304
724,299.11764705882354,1.8823529411764706
725,337.36842105263156,2.1052631578947367
726,321.0,1.8888888888888888
727,292.56,1.84
728,340.125,2.0
729,312.2,2.1
730,304.3333333333333,2.1333333333333333
731,297.4,1.9
732,315.0769230769231,2.076923076923077
733,352.11764705882354,2.3529411764705883
734,341.6666666666667,2.1666666666666665
735,279.64285714285717,1.9285714285714286
736,382.1,2.3
737,314.0833333333333,2.0
738,260.5263157894737,1.7894736842105263
739,383.55555555555554,2.2777777777777777
740,2145.5714285714284,2.0714285714285716
741,299.5882352941176,1.8823529411764706
742,259.27777777777777,1.7222222222222223
743,265.1666666666667,1.6666666666666667
744,325.7647058823529,2.0588235294117645
745,1408.5,2.3333333333333335
746,242.0952380952381,1.7142857142857142
747,412.8181818181818,2.4545454545454546
748,324.1875,2.0625
749,318.4,2.15
750,337.0,2.142857142857143
751,261.8181818181818,1.7272727272727273
752,312.1764705882353,2.0
753,311.93333333333334,2.1333333333333333
754,458.7857142857143,3.0
755,313.0625,2.25
756,2707.818181818182,2.3636363636363638
757,325.45454545454544,2.090909090909091
758,237.0,1.5
759,288.4782608695652,1.9130434782608696
760,3757.733333333333,2.3333333333333335
761,320.8333333333333,2.111111111111111
762,279.57142857142856,1.7619047619047619
763,284.5625,1.875
764,285.0,1.894736842105263
765,248.46153846153845,1.7692307692307692
766,8007.6,2.3
767,328.7857142857143,2.357142857142857
768,308.54545454545456,2.090909090909091
769,286.09090909090907,1.9090909090909092
770,241.16666666666666,1.4444444444444444
771,280.6,1.8
772,349.53846153846155,2.4615384615384617
773,277.72222222222223,1.8888888888888888
774,350.23809523809524,2.238095238095238
775,5069.625,1.75
776,312.29411764705884,2.0588235294117645
777,281.53333333333336,1.9333333333333333
778,337.0952380952381,2.2857142857142856
779,308.1666666666667,2.0
780,315.3636363636364,2.090909090909091
781,263.8666666666667,1.7333333333333334
782,295.3333333333333,1.8666666666666667
783,321.625,2.1875
784,313.65,2.05
785,337.0,2.217391304347826
786,310.56,2.04
787,3428.28,2.28
788,288.6666666666667,1.8333333333333333
789,348.5652173913044,2.217391304347826
790,284.3157894736842,1.9473684210526316
791,258.3076923076923,1.7692307692307692
792,258.125,1.75
793,281.0833333333333,2.0416666666666665
794,309.7142857142857,2.0
795,352.26666666666665,2.533333333333333
796,339.7857142857143,2.142857142857143
797,329.875,1.9375
798,368.10526315789474,2.3157894736842106
799,338.95454545454544,2.1818181818181817
800,1519.2380952380952,1.9047619047619047
801,335.47058823529414,2.3529411764705883
802,308.0,2.0833333333333335
803,355.0,2.533333333333333
804,280.0833333333333,1.9166666666666667
805,258.2142857142857,1.7142857142857142
806,257.2,1.9
807,310.1333333333333,2.066666666666667
808,271.14285714285717,1.6666666666666667
809,349.14285714285717,2.2142857142857144
810,3462.75,1.75
811,342.1363636363636,2.227272727272727
812,3091.8888888888887,1.6666666666666667
813,293.7142857142857,2.0
814,3909.0714285714284,1.7142857142857142
815,334.8888888888889,2.1666666666666665
816,296.2307692307692,2.0
817,5061.75,1.875
818,4341.315789473684,2.0
819,323.625,1.75
820,274.1818181818182,1.8181818181818181
821,325.46153846153845,2.1538461538461537
822,287.7692307692308,1.9230769230769231
823,1298.5833333333333,1.5833333333333333
824,335.7647058823529,2.235294117647059
825,268.25,1.6875
826,299.8333333333333,2.1666666666666665
827,226.5,1.5
828,4670.75,2.5833333333333335
829,281.2105263157895,1.7894736842105263
830,389.54545454545456,2.272727272727273
831,312.2142857142857,1.9285714285714286
832,295.15384615384613,1.8461538461538463
833,380.9,2.5
834,6019.0,2.111111111111111
835,338.0,2.1333333333333333
836,306.2105263157895,2.0526315789473686
837,289.0,2.0
838,267.0769230769231,1.7692307692307692
839,330.15,2.05
840,263.57142857142856,1.7857142857142858
841,285.25,1.95
842,347.95652173913044,2.260869565217391
843,351.92857142857144,2.2142857142857144
844,315.625,1.9375
845,332.6666666666667,2.142857142857143
846,309.45454545454544,2.0
847,315.2692307692308,2.076923076923077
848,275.60869565217394,1.826086956521739
849,303.8421052631579,2.0
850,303.6666666666667,2.1333333333333333
851,268.85714285714283,1.7142857142857142
852,1399.2608695652175,1.9565217391304348
853,275.8636363636364,1.8636363636363635
854,267.72222222222223,1.7777777777777777
855,4759.705882352941,1.588235294117647
856,349.25,2.25
857,290.69565217391306,2.0869565217391304
858,307.36842105263156,2.1052631578947367
859,267.7857142857143,1.7142857142857142
860,243.21052631578948,1.631578947368421
861,2145.4285714285716,2.0714285714285716
862,306.4117647058824,2.0588235294117645
863,287.45454545454544,1.9090909090909092
864,209.1578947368421,1.4736842105263157
865,367.9230769230769,2.6923076923076925
866,2121.5714285714284,1.7857142857142858
867,2619.090909090909,2.090909090909091
868,308.037037037037,1.9259259259259258
869,3930.5,1.8571428571428572
870,344.93333333333334,2.2
871,296.04545454545456,2.090909090909091
872,235.76470588235293,1.4705882352941178
873,282.8333333333333,1.8888888888888888
874,274.6190476190476,1.7619047619047619
875,343.1904761904762,2.4285714285714284
876,261.5882352941176,1.7647058823529411
877,301.70588235294116,2.0
878,14266.90909090909,2.1818181818181817
879,315.6470588235294,2.0588235294117645
880,352.46153846153845,2.3076923076923075
881,281.7142857142857,1.7857142857142858
882,259.45454545454544,1.6363636363636365
883,309.42105263157896,2.1052631578947367
884,314.95454545454544,2.1363636363636362
885,251.8235294117647,1.7058823529411764
886,299.29411764705884,1.8235294117647058
887,242.5,1.5714285714285714
888,243.1764705882353,1.6470588235294117
889,2114.1428571428573,1.9285714285714286
890,1669.9473684210527,2.1578947368421053
891,331.85714285714283,2.0714285714285716
892,227.30769230769232,1.5384615384615385
893,271.25,1.875
894,302.14285714285717,2.0476190476190474
895,243.41176470588235,1.588235294117647
896,296.5,1.8333333333333333
